Datetime,Open,High,Low,Close,Adj Close,Volume
2024-09-11 05:10:00+00:00,2327.839111328125,2328.65234375,2323.8857421875,2323.8857421875,2323.8857421875,12628992
2024-09-11 05:15:00+00:00,2323.276611328125,2327.2353515625,2323.276611328125,2325.796142578125,2325.796142578125,15256576
2024-09-11 05:20:00+00:00,2326.4462890625,2328.168212890625,2326.381103515625,2326.381103515625,2326.381103515625,9715712
2024-09-11 05:25:00+00:00,2325.4326171875,2325.799560546875,2321.015625,2321.015625,2321.015625,1922048
2024-09-11 05:30:00+00:00,2321.33935546875,2324.123779296875,2320.87353515625,2322.491943359375,2322.491943359375,3499008
2024-09-11 05:35:00+00:00,2323.119140625,2326.726806640625,2323.119140625,2324.270751953125,2324.270751953125,32214016
2024-09-11 05:40:00+00:00,2323.54443359375,2326.770751953125,2323.54443359375,2326.770751953125,2326.770751953125,11865088
2024-09-11 05:45:00+00:00,2326.658935546875,2326.658935546875,2324.07958984375,2324.568359375,2324.568359375,0
2024-09-11 05:50:00+00:00,2326.361572265625,2327.43701171875,2326.32763671875,2327.43701171875,2327.43701171875,31115264
2024-09-11 05:55:00+00:00,2327.054931640625,2327.054931640625,2324.420166015625,2326.300048828125,2326.300048828125,0
2024-09-11 06:00:00+00:00,2326.237548828125,2326.237548828125,2323.685791015625,2325.470703125,2325.470703125,0
2024-09-11 06:05:00+00:00,2327.814453125,2328.55078125,2327.43017578125,2327.43017578125,2327.43017578125,0
2024-09-11 06:10:00+00:00,2330.311767578125,2330.540771484375,2329.931396484375,2330.540771484375,2330.540771484375,12037120
2024-09-11 06:15:00+00:00,2331.261962890625,2332.10986328125,2330.721435546875,2332.10986328125,2332.10986328125,10749952
2024-09-11 06:20:00+00:00,2330.886474609375,2330.886474609375,2328.991455078125,2330.582275390625,2330.582275390625,5281792
2024-09-11 06:25:00+00:00,2330.62255859375,2333.070068359375,2330.62255859375,2332.783447265625,2332.783447265625,14842880
2024-09-11 06:30:00+00:00,2332.855224609375,2335.6572265625,2332.855224609375,2335.5546875,2335.5546875,9217024
2024-09-11 06:35:00+00:00,2337.20068359375,2337.754150390625,2335.801513671875,2335.801513671875,2335.801513671875,25532416
2024-09-11 06:40:00+00:00,2336.0419921875,2337.25927734375,2335.646484375,2337.047607421875,2337.047607421875,9692160
2024-09-11 06:45:00+00:00,2336.898193359375,2336.898193359375,2335.078125,2335.078125,2335.078125,732160
2024-09-11 06:50:00+00:00,2334.314453125,2334.8349609375,2334.242919921875,2334.7275390625,2334.7275390625,7642112
2024-09-11 06:55:00+00:00,2334.875244140625,2334.875244140625,2331.60205078125,2331.60205078125,2331.60205078125,0
2024-09-11 07:00:00+00:00,2331.4453125,2333.553955078125,2331.09228515625,2333.381103515625,2333.381103515625,0
2024-09-11 07:05:00+00:00,2332.025146484375,2334.103271484375,2332.025146484375,2333.47119140625,2333.47119140625,0
2024-09-11 07:10:00+00:00,2334.273193359375,2334.273193359375,2332.733642578125,2333.47314453125,2333.47314453125,9555968
2024-09-11 07:15:00+00:00,2333.119140625,2336.512939453125,2333.119140625,2335.72412109375,2335.72412109375,6688768
2024-09-11 07:20:00+00:00,2335.537841796875,2336.23193359375,2335.030029296875,2336.003173828125,2336.003173828125,0
2024-09-11 07:25:00+00:00,2335.77294921875,2337.24755859375,2335.679443359375,2337.24755859375,2337.24755859375,0
2024-09-11 07:30:00+00:00,2338.940185546875,2339.992919921875,2338.696533203125,2339.342529296875,2339.342529296875,0
2024-09-11 07:35:00+00:00,2338.521484375,2338.521484375,2337.41015625,2337.41015625,2337.41015625,0
2024-09-11 07:40:00+00:00,2337.655517578125,2337.982177734375,2336.85791015625,2337.0,2337.0,0
2024-09-11 07:45:00+00:00,2336.898681640625,2339.1953125,2336.3564453125,2338.8828125,2338.8828125,0
2024-09-11 07:50:00+00:00,2338.8984375,2340.73828125,2338.8984375,2340.73828125,2340.73828125,0
2024-09-11 07:55:00+00:00,2342.349365234375,2342.871337890625,2341.69921875,2342.345458984375,2342.345458984375,17730560
2024-09-11 08:00:00+00:00,2341.680419921875,2341.680419921875,2339.9384765625,2339.9384765625,2339.9384765625,0
2024-09-11 08:05:00+00:00,2338.314208984375,2338.314208984375,2336.850830078125,2336.850830078125,2336.850830078125,0
2024-09-11 08:10:00+00:00,2337.078369140625,2337.078369140625,2334.7099609375,2334.86572265625,2334.86572265625,0
2024-09-11 08:15:00+00:00,2333.553955078125,2334.079345703125,2330.25439453125,2334.079345703125,2334.079345703125,0
2024-09-11 08:20:00+00:00,2334.763671875,2334.763671875,2333.32568359375,2333.32568359375,2333.32568359375,0
2024-09-11 08:25:00+00:00,2333.229736328125,2333.36572265625,2333.229736328125,2333.36572265625,2333.36572265625,0
2024-09-11 08:30:00+00:00,2334.0166015625,2334.041015625,2331.74755859375,2331.74755859375,2331.74755859375,0
2024-09-11 08:35:00+00:00,2331.229248046875,2331.229248046875,2329.519287109375,2329.519287109375,2329.519287109375,0
2024-09-11 08:40:00+00:00,2329.464599609375,2329.464599609375,2325.615478515625,2325.615478515625,2325.615478515625,0
2024-09-11 08:45:00+00:00,2325.366455078125,2325.650390625,2324.80419921875,2325.0615234375,2325.0615234375,0
2024-09-11 08:50:00+00:00,2324.826171875,2325.694580078125,2324.7412109375,2324.789306640625,2324.789306640625,1762304
2024-09-11 08:55:00+00:00,2323.4033203125,2324.267578125,2323.4033203125,2324.267578125,2324.267578125,365568
2024-09-11 09:00:00+00:00,2323.493896484375,2325.921875,2323.004150390625,2325.921875,2325.921875,0
2024-09-11 09:05:00+00:00,2326.050048828125,2327.1474609375,2326.050048828125,2327.14013671875,2327.14013671875,0
2024-09-11 09:10:00+00:00,2327.54248046875,2329.36083984375,2327.54248046875,2328.373291015625,2328.373291015625,1063936
2024-09-11 09:15:00+00:00,2327.94140625,2331.04541015625,2326.82470703125,2330.91552734375,2330.91552734375,0
2024-09-11 09:20:00+00:00,2331.333984375,2334.59765625,2330.439208984375,2334.59765625,2334.59765625,12768256
2024-09-11 09:25:00+00:00,2332.119384765625,2332.119384765625,2328.79931640625,2331.423095703125,2331.423095703125,15144960
2024-09-11 09:30:00+00:00,2332.21533203125,2335.212158203125,2332.21533203125,2333.885009765625,2333.885009765625,11274240
2024-09-11 09:35:00+00:00,2334.008544921875,2334.008544921875,2329.15283203125,2329.15283203125,2329.15283203125,9141248
2024-09-11 09:40:00+00:00,2327.59765625,2329.3818359375,2327.495849609375,2328.062255859375,2328.062255859375,0
2024-09-11 09:45:00+00:00,2327.105224609375,2327.738037109375,2323.148681640625,2327.738037109375,2327.738037109375,1335296
2024-09-11 09:50:00+00:00,2327.71826171875,2328.318603515625,2325.010498046875,2328.318603515625,2328.318603515625,24871936
2024-09-11 09:55:00+00:00,2328.73876953125,2329.498046875,2328.73876953125,2329.39697265625,2329.39697265625,17373184
2024-09-11 10:00:00+00:00,2329.57470703125,2329.57470703125,2327.01318359375,2327.01318359375,2327.01318359375,0
2024-09-11 10:05:00+00:00,2327.412353515625,2327.6962890625,2324.607666015625,2324.607666015625,2324.607666015625,0
2024-09-11 10:10:00+00:00,2324.89501953125,2327.32177734375,2324.616455078125,2327.32177734375,2327.32177734375,0
2024-09-11 10:15:00+00:00,2328.01318359375,2328.01318359375,2324.38671875,2324.38671875,2324.38671875,0
2024-09-11 10:20:00+00:00,2326.5517578125,2326.5517578125,2323.443359375,2323.443359375,2323.443359375,0
2024-09-11 10:25:00+00:00,2322.542236328125,2322.542236328125,2312.884765625,2314.668701171875,2314.668701171875,53749760
2024-09-11 10:30:00+00:00,2316.360107421875,2321.783203125,2316.360107421875,2318.6103515625,2318.6103515625,57456640
2024-09-11 10:35:00+00:00,2318.716552734375,2319.634521484375,2317.434814453125,2318.670166015625,2318.670166015625,43269120
2024-09-11 10:40:00+00:00,2319.33740234375,2319.33740234375,2314.54541015625,2314.54541015625,2314.54541015625,1187840
2024-09-11 10:45:00+00:00,2313.49267578125,2315.581298828125,2313.49267578125,2315.20947265625,2315.20947265625,21879808
2024-09-11 10:50:00+00:00,2314.97705078125,2314.97705078125,2310.596923828125,2311.5498046875,2311.5498046875,12996608
2024-09-11 10:55:00+00:00,2313.478759765625,2316.08642578125,2313.478759765625,2315.161865234375,2315.161865234375,28179456
2024-09-11 11:00:00+00:00,2320.1591796875,2322.371337890625,2320.050537109375,2322.371337890625,2322.371337890625,8193024
2024-09-11 11:05:00+00:00,2322.400146484375,2322.400146484375,2319.921875,2319.921875,2319.921875,5910528
2024-09-11 11:10:00+00:00,2318.896728515625,2323.292724609375,2318.896728515625,2322.707763671875,2322.707763671875,15938560
2024-09-11 11:15:00+00:00,2322.509033203125,2323.98193359375,2321.901611328125,2323.519287109375,2323.519287109375,11422720
2024-09-11 11:20:00+00:00,2323.95947265625,2325.447998046875,2323.95947265625,2324.313232421875,2324.313232421875,14832640
2024-09-11 11:25:00+00:00,2324.405029296875,2324.405029296875,2321.652587890625,2323.8974609375,2323.8974609375,0
2024-09-11 11:30:00+00:00,2323.623046875,2324.236083984375,2323.27294921875,2323.27294921875,2323.27294921875,13763584
2024-09-11 11:35:00+00:00,2324.867919921875,2327.446044921875,2324.463134765625,2327.446044921875,2327.446044921875,19148800
2024-09-11 11:40:00+00:00,2328.5712890625,2329.364501953125,2327.68505859375,2327.68505859375,2327.68505859375,26644480
2024-09-11 11:45:00+00:00,2327.6923828125,2327.6923828125,2325.782470703125,2326.015869140625,2326.015869140625,0
2024-09-11 11:50:00+00:00,2326.22314453125,2328.422607421875,2326.088134765625,2327.450439453125,2327.450439453125,5191680
2024-09-11 11:55:00+00:00,2327.304931640625,2327.304931640625,2325.34326171875,2325.807861328125,2325.807861328125,2422784
2024-09-11 12:00:00+00:00,2326.872314453125,2326.872314453125,2325.318603515625,2325.318603515625,2325.318603515625,4007936
2024-09-11 12:05:00+00:00,2324.584716796875,2326.81201171875,2324.584716796875,2326.756103515625,2326.756103515625,0
2024-09-11 12:10:00+00:00,2327.310546875,2330.014404296875,2326.2998046875,2330.014404296875,2330.014404296875,7371776
2024-09-11 12:15:00+00:00,2330.45849609375,2332.2802734375,2330.076416015625,2332.2802734375,2332.2802734375,9273344
2024-09-11 12:20:00+00:00,2333.826904296875,2334.383056640625,2332.352294921875,2332.352294921875,2332.352294921875,6234112
2024-09-11 12:25:00+00:00,2328.6435546875,2330.302978515625,2327.934326171875,2329.55810546875,2329.55810546875,1760256
2024-09-11 12:30:00+00:00,2332.39013671875,2332.39013671875,2324.21044921875,2325.296630859375,2325.296630859375,83269632
2024-09-11 12:35:00+00:00,2326.35888671875,2327.127685546875,2319.86572265625,2327.127685546875,2327.127685546875,155996160
2024-09-11 12:40:00+00:00,2326.3984375,2326.3984375,2319.537109375,2319.537109375,2319.537109375,51574784
2024-09-11 12:45:00+00:00,2316.51318359375,2322.302978515625,2315.7626953125,2322.03515625,2322.03515625,17192960
2024-09-11 12:50:00+00:00,2321.9365234375,2324.271484375,2318.0087890625,2324.271484375,2324.271484375,40729600
2024-09-11 12:55:00+00:00,2324.623779296875,2336.173828125,2324.623779296875,2334.14306640625,2334.14306640625,28594176
2024-09-11 13:00:00+00:00,2334.649169921875,2342.028564453125,2334.649169921875,2342.028564453125,2342.028564453125,44206080
2024-09-11 13:05:00+00:00,2345.4580078125,2350.410888671875,2340.0224609375,2340.0224609375,2340.0224609375,52130816
2024-09-11 13:10:00+00:00,2339.14453125,2339.29248046875,2338.49462890625,2338.557373046875,2338.557373046875,5737472
2024-09-11 13:15:00+00:00,2340.3466796875,2344.021240234375,2338.727783203125,2342.4052734375,2342.4052734375,25942016
2024-09-11 13:20:00+00:00,2344.697265625,2344.697265625,2339.47314453125,2341.80419921875,2341.80419921875,44032000
2024-09-11 13:25:00+00:00,2342.430908203125,2342.430908203125,2335.810302734375,2335.810302734375,2335.810302734375,20211712
2024-09-11 13:30:00+00:00,2332.813720703125,2332.813720703125,2324.984619140625,2326.629638671875,2326.629638671875,0
2024-09-11 13:35:00+00:00,2318.05419921875,2319.66552734375,2315.081298828125,2319.66552734375,2319.66552734375,44153856
2024-09-11 13:40:00+00:00,2316.25048828125,2317.470703125,2312.91845703125,2312.91845703125,2312.91845703125,35332096
2024-09-11 13:45:00+00:00,2316.798095703125,2317.6240234375,2315.092529296875,2315.092529296875,2315.092529296875,8611840
2024-09-11 13:50:00+00:00,2312.261474609375,2312.261474609375,2291.917236328125,2291.917236328125,2291.917236328125,80490496
2024-09-11 13:55:00+00:00,2291.51171875,2292.742431640625,2285.930908203125,2289.38427734375,2289.38427734375,108147712
2024-09-11 14:00:00+00:00,2287.8310546875,2294.22509765625,2287.8310546875,2294.22509765625,2294.22509765625,14044160
2024-09-11 14:05:00+00:00,2293.758056640625,2297.967041015625,2292.30126953125,2297.967041015625,2297.967041015625,82021376
2024-09-11 14:10:00+00:00,2297.1240234375,2299.131591796875,2293.751708984375,2299.131591796875,2299.131591796875,0
2024-09-11 14:15:00+00:00,2296.244873046875,2296.244873046875,2289.115966796875,2291.5068359375,2291.5068359375,2717696
2024-09-11 14:20:00+00:00,2290.89111328125,2294.0625,2288.923095703125,2294.0625,2294.0625,27478016
2024-09-11 14:25:00+00:00,2292.570068359375,2297.394287109375,2292.570068359375,2296.7265625,2296.7265625,55393280
2024-09-11 14:30:00+00:00,2293.123291015625,2293.123291015625,2288.095703125,2289.59423828125,2289.59423828125,23377920
2024-09-11 14:35:00+00:00,2285.67919921875,2291.7998046875,2285.67919921875,2290.34912109375,2290.34912109375,37997568
2024-09-11 14:40:00+00:00,2289.43408203125,2289.43408203125,2285.991943359375,2285.991943359375,2285.991943359375,0
2024-09-11 14:45:00+00:00,2282.3994140625,2282.851806640625,2281.949951171875,2281.949951171875,2281.949951171875,15711232
2024-09-11 14:50:00+00:00,2284.521728515625,2289.283447265625,2284.521728515625,2289.283447265625,2289.283447265625,90909696
2024-09-11 14:55:00+00:00,2291.171142578125,2301.841552734375,2290.21728515625,2301.841552734375,2301.841552734375,38624256
2024-09-11 15:00:00+00:00,2308.510986328125,2310.13330078125,2304.01513671875,2304.163818359375,2304.163818359375,73029632
2024-09-11 15:05:00+00:00,2306.00537109375,2315.74365234375,2306.00537109375,2308.07080078125,2308.07080078125,92201984
2024-09-11 15:10:00+00:00,2307.3349609375,2313.37451171875,2306.603515625,2313.37451171875,2313.37451171875,62793728
2024-09-11 15:15:00+00:00,2311.9365234375,2315.235595703125,2311.60791015625,2315.235595703125,2315.235595703125,9802752
2024-09-11 15:20:00+00:00,2315.130126953125,2315.428955078125,2313.395263671875,2314.95068359375,2314.95068359375,31892480
2024-09-11 15:25:00+00:00,2312.89501953125,2317.440185546875,2312.89501953125,2313.248779296875,2313.248779296875,13845504
2024-09-11 15:30:00+00:00,2314.484130859375,2318.06298828125,2314.484130859375,2318.06298828125,2318.06298828125,55951360
2024-09-11 15:35:00+00:00,2318.21142578125,2319.482177734375,2315.529052734375,2319.482177734375,2319.482177734375,1696768
2024-09-11 15:40:00+00:00,2324.0361328125,2333.024658203125,2324.0361328125,2333.024658203125,2333.024658203125,78039040
2024-09-11 15:45:00+00:00,2332.661865234375,2333.96337890625,2332.018310546875,2333.569580078125,2333.569580078125,140681216
2024-09-11 15:50:00+00:00,2331.23828125,2331.23828125,2323.723876953125,2323.723876953125,2323.723876953125,51555328
2024-09-11 15:55:00+00:00,2323.748779296875,2325.29541015625,2321.911865234375,2325.29541015625,2325.29541015625,9078784
2024-09-11 16:00:00+00:00,2326.31005859375,2334.072265625,2326.31005859375,2334.072265625,2334.072265625,2597888
2024-09-11 16:05:00+00:00,2334.6103515625,2339.6337890625,2334.6103515625,2334.632080078125,2334.632080078125,42711040
2024-09-11 16:10:00+00:00,2329.534423828125,2332.48583984375,2329.509765625,2329.509765625,2329.509765625,32807936
2024-09-11 16:15:00+00:00,2332.59814453125,2332.59814453125,2330.466796875,2331.181640625,2331.181640625,4803584
2024-09-11 16:20:00+00:00,2333.75341796875,2340.898193359375,2333.75341796875,2334.742431640625,2334.742431640625,49687552
2024-09-11 16:25:00+00:00,2334.90380859375,2336.62890625,2334.90380859375,2336.62890625,2336.62890625,30392320
2024-09-11 16:30:00+00:00,2339.1083984375,2340.1806640625,2339.1083984375,2339.356689453125,2339.356689453125,23938048
2024-09-11 16:35:00+00:00,2335.576904296875,2340.85498046875,2335.576904296875,2340.85498046875,2340.85498046875,40590336
2024-09-11 16:40:00+00:00,2341.5390625,2344.114013671875,2340.9033203125,2344.114013671875,2344.114013671875,37124096
2024-09-11 16:45:00+00:00,2341.639892578125,2344.107421875,2339.997314453125,2339.997314453125,2339.997314453125,22061056
2024-09-11 16:50:00+00:00,2340.19873046875,2345.611572265625,2340.19873046875,2344.446044921875,2344.446044921875,24154112
2024-09-11 16:55:00+00:00,2351.003173828125,2351.243408203125,2344.267333984375,2344.267333984375,2344.267333984375,96970752
2024-09-11 17:00:00+00:00,2346.14697265625,2355.018310546875,2346.14697265625,2355.018310546875,2355.018310546875,15297536
2024-09-11 17:05:00+00:00,2352.716552734375,2356.400634765625,2351.960693359375,2356.400634765625,2356.400634765625,100410368
2024-09-11 17:10:00+00:00,2356.02197265625,2358.075927734375,2356.02197265625,2358.075927734375,2358.075927734375,34141184
2024-09-11 17:15:00+00:00,2359.513671875,2362.76171875,2358.644287109375,2358.697265625,2358.697265625,19451904
2024-09-11 17:20:00+00:00,2359.11083984375,2359.690185546875,2356.036865234375,2356.036865234375,2356.036865234375,47334400
2024-09-11 17:25:00+00:00,2356.019287109375,2358.613525390625,2356.019287109375,2357.58837890625,2357.58837890625,13061120
2024-09-11 17:30:00+00:00,2356.68896484375,2357.3671875,2354.39013671875,2354.39013671875,2354.39013671875,8956928
2024-09-11 17:35:00+00:00,2353.032958984375,2360.211181640625,2353.032958984375,2358.961181640625,2358.961181640625,12432384
2024-09-11 17:40:00+00:00,2358.59912109375,2361.16796875,2358.59912109375,2358.9716796875,2358.9716796875,28131328
2024-09-11 17:45:00+00:00,2359.3330078125,2368.5537109375,2359.3330078125,2365.201904296875,2365.201904296875,26814464
2024-09-11 17:50:00+00:00,2366.262939453125,2367.466796875,2364.459228515625,2365.26318359375,2365.26318359375,66023424
2024-09-11 17:55:00+00:00,2359.988525390625,2359.988525390625,2356.35986328125,2356.7197265625,2356.7197265625,20237312
2024-09-11 18:00:00+00:00,2357.034912109375,2359.321044921875,2357.034912109375,2358.579345703125,2358.579345703125,0
2024-09-11 18:05:00+00:00,2358.589599609375,2359.139892578125,2358.090087890625,2358.518310546875,2358.518310546875,20319232
2024-09-11 18:10:00+00:00,2358.71240234375,2358.71240234375,2357.069091796875,2357.069091796875,2357.069091796875,0
2024-09-11 18:15:00+00:00,2355.838134765625,2355.838134765625,2353.030517578125,2353.165771484375,2353.165771484375,9601024
2024-09-11 18:20:00+00:00,2354.16162109375,2354.836669921875,2353.316650390625,2354.836669921875,2354.836669921875,0
2024-09-11 18:25:00+00:00,2357.59521484375,2358.281982421875,2353.990234375,2353.990234375,2353.990234375,2812928
2024-09-11 18:30:00+00:00,2353.59423828125,2354.34716796875,2353.362548828125,2354.00048828125,2354.00048828125,2353152
2024-09-11 18:35:00+00:00,2353.7578125,2353.7578125,2345.9091796875,2345.9091796875,2345.9091796875,27440128
2024-09-11 18:40:00+00:00,2346.132568359375,2346.132568359375,2344.430419921875,2344.5966796875,2344.5966796875,0
2024-09-11 18:45:00+00:00,2342.5908203125,2342.5908203125,2339.972900390625,2341.318115234375,2341.318115234375,0
2024-09-11 18:50:00+00:00,2339.65234375,2339.65234375,2332.801513671875,2333.392578125,2333.392578125,6420480
2024-09-11 18:55:00+00:00,2336.533935546875,2339.209716796875,2336.533935546875,2337.63330078125,2337.63330078125,37710848
2024-09-11 19:00:00+00:00,2337.880859375,2337.880859375,2335.156494140625,2335.276123046875,2335.276123046875,0
2024-09-11 19:05:00+00:00,2332.391845703125,2334.739013671875,2332.391845703125,2332.970703125,2332.970703125,0
2024-09-11 19:10:00+00:00,2333.562744140625,2335.06982421875,2332.851318359375,2332.851318359375,2332.851318359375,0
2024-09-11 19:15:00+00:00,2336.668701171875,2340.994140625,2336.668701171875,2340.994140625,2340.994140625,0
2024-09-11 19:20:00+00:00,2339.934326171875,2339.934326171875,2337.724365234375,2337.724365234375,2337.724365234375,9361408
2024-09-11 19:25:00+00:00,2337.041015625,2338.825927734375,2336.681640625,2338.825927734375,2338.825927734375,0
2024-09-11 19:30:00+00:00,2339.120849609375,2339.949462890625,2339.120849609375,2339.3876953125,2339.3876953125,1629184
2024-09-11 19:35:00+00:00,2339.944580078125,2341.3017578125,2338.18408203125,2338.18408203125,2338.18408203125,0
2024-09-11 19:40:00+00:00,2336.74365234375,2336.74365234375,2332.31640625,2332.31640625,2332.31640625,0
2024-09-11 19:45:00+00:00,2333.934814453125,2333.934814453125,2333.378173828125,2333.6162109375,2333.6162109375,0
2024-09-11 19:50:00+00:00,2336.797119140625,2341.693603515625,2335.98828125,2341.693603515625,2341.693603515625,0
2024-09-11 19:55:00+00:00,2342.652099609375,2343.834228515625,2342.444091796875,2343.56494140625,2343.56494140625,20264960
2024-09-11 20:00:00+00:00,2342.265625,2343.54736328125,2340.031982421875,2343.54736328125,2343.54736328125,0
2024-09-11 20:05:00+00:00,2342.700927734375,2343.780517578125,2342.335693359375,2343.780517578125,2343.780517578125,0
2024-09-11 20:10:00+00:00,2346.770751953125,2347.30712890625,2344.209228515625,2344.209228515625,2344.209228515625,0
2024-09-11 20:15:00+00:00,2343.846435546875,2343.883056640625,2342.89501953125,2343.40625,2343.40625,0
2024-09-11 20:20:00+00:00,2343.39697265625,2343.998291015625,2343.34814453125,2343.34814453125,2343.34814453125,0
2024-09-11 20:25:00+00:00,2342.89892578125,2343.795166015625,2342.203857421875,2343.262939453125,2343.262939453125,0
2024-09-11 20:30:00+00:00,2344.2333984375,2344.5546875,2343.201416015625,2343.47900390625,2343.47900390625,0
2024-09-11 20:35:00+00:00,2342.9296875,2343.321533203125,2342.9296875,2343.26171875,2343.26171875,0
2024-09-11 20:40:00+00:00,2344.1005859375,2346.5751953125,2344.1005859375,2346.5751953125,2346.5751953125,0
2024-09-11 20:45:00+00:00,2346.546142578125,2349.469970703125,2346.546142578125,2348.559814453125,2348.559814453125,0
2024-09-11 20:50:00+00:00,2348.3203125,2348.7412109375,2347.471435546875,2347.471435546875,2347.471435546875,5152768
2024-09-11 20:55:00+00:00,2348.607177734375,2349.671142578125,2347.33447265625,2347.33447265625,2347.33447265625,0
2024-09-11 21:00:00+00:00,2348.166259765625,2350.933837890625,2348.166259765625,2350.933837890625,2350.933837890625,0
2024-09-11 21:05:00+00:00,2351.016357421875,2351.088623046875,2347.463134765625,2347.463134765625,2347.463134765625,0
2024-09-11 21:10:00+00:00,2345.02587890625,2345.02587890625,2342.3740234375,2342.3740234375,2342.3740234375,0
2024-09-11 21:15:00+00:00,2343.027587890625,2345.396240234375,2343.027587890625,2345.396240234375,2345.396240234375,3297280
2024-09-11 21:20:00+00:00,2345.019287109375,2345.430419921875,2344.677001953125,2345.430419921875,2345.430419921875,0
2024-09-11 21:25:00+00:00,2345.867919921875,2345.867919921875,2342.109619140625,2342.109619140625,2342.109619140625,0
2024-09-11 21:30:00+00:00,2341.951904296875,2342.720458984375,2341.486328125,2342.25146484375,2342.25146484375,0
2024-09-11 21:35:00+00:00,2341.928955078125,2341.928955078125,2340.623046875,2341.585205078125,2341.585205078125,0
2024-09-11 21:40:00+00:00,2343.803955078125,2343.803955078125,2341.938232421875,2343.234619140625,2343.234619140625,2405376
2024-09-11 21:45:00+00:00,2343.635009765625,2345.394775390625,2343.328369140625,2344.970458984375,2344.970458984375,14914560
2024-09-11 21:50:00+00:00,2345.163330078125,2346.021484375,2344.390869140625,2344.390869140625,2344.390869140625,0
2024-09-11 21:55:00+00:00,2344.263916015625,2344.263916015625,2342.36572265625,2342.36572265625,2342.36572265625,0
2024-09-11 22:00:00+00:00,2342.922607421875,2342.922607421875,2341.701416015625,2342.631103515625,2342.631103515625,0
2024-09-11 22:05:00+00:00,2344.77294921875,2344.81005859375,2343.37890625,2344.81005859375,2344.81005859375,0
2024-09-11 22:10:00+00:00,2345.146728515625,2345.146728515625,2343.744873046875,2343.744873046875,2343.744873046875,0
2024-09-11 22:15:00+00:00,2343.248291015625,2343.248291015625,2339.24609375,2339.688232421875,2339.688232421875,0
2024-09-11 22:20:00+00:00,2340.336669921875,2340.39697265625,2336.5458984375,2336.5458984375,2336.5458984375,316416
2024-09-11 22:25:00+00:00,2336.142578125,2336.486328125,2334.582763671875,2336.486328125,2336.486328125,8075264
2024-09-11 22:30:00+00:00,2337.310302734375,2339.615966796875,2337.310302734375,2339.615966796875,2339.615966796875,5958656
2024-09-11 22:35:00+00:00,2339.049560546875,2339.049560546875,2338.032470703125,2338.032470703125,2338.032470703125,9834496
